complaint,department
The overhead tank Lakeview Apartments overflows every night and wastes thousands of litres of water.,Water Supply
Weekend crowds leave the park near Sunrise Public School full of trash by evening with no cleanup afterward.,Parks & Gardens
Drivers routinely jump the red light Shanti Nagar because there is no camera or officer present.,Traffic Signals
"The garbage collector demands extra money for pickup on Ring Road, otherwise he skips our house.",Garbage Collection
"An unauthorized religious structure has come up overnight outside the mosque, blocking half the road.",Other
Please regulate the noise from the DJ played during the wedding function near the government hospital till midnight.,Other
"During the festival, extra waste was generated but no additional collection was arranged Rajpuri village.",Garbage Collection
"This is the third complaint about the same pothole MG Road, still nothing has been done.",Roads & Potholes
"The bus conductor at the bus stop on Church Street misbehaved with an elderly passenger, this is unacceptable.",Public Transport
"Sir, our society in the slum area behind our society has not had its garbage picked up for over a week now.",Garbage Collection
"The traffic signal Rajpuri village has not been working since yesterday, causing massive jams.",Traffic Signals
"There is no traffic signal at the busy junction near the temple, accidents happen almost every week.",Traffic Signals
The community hall in Nehru Colony has been encroached upon and is being used for illegal parking.,Other
E-waste and old furniture have been dumped on the roadside behind the community hall for over a month.,Garbage Collection
Our electricity bill in the slum area behind our society shows an abnormally high reading despite minimal usage this month.,Electricity
"The light near the railway crossing near the metro station is broken, very dangerous for night travelers.",Street Lighting
"Sir, the road near in the industrial area is in very bad condition, several accidents have happened here.",Roads & Potholes
The drain outside the hospital in front of the primary health centre is overflowing and creating unhygienic surroundings for patients.,Sewage & Drainage
Power was cut in Kalyan Nagar for maintenance but never restored even after 24 hours.,Electricity
Traffic signal malfunction on Station Road led to a minor collision between two cars yesterday.,Traffic Signals
"Kids' play area in front of the primary health centre has broken slides with sharp edges, very dangerous for children.",Parks & Gardens
"street light number 14 near near the railway station keeps blinking on and off, very annoying and unsafe",Street Lighting
"Unauthorized hoardings behind the community hall are blocking the view at a busy junction, causing safety issues.",Other
why is water supply cut every single day in the slum area behind our society without any notice given to us,Water Supply
Waterlogging due to poor drainage in front of the primary health centre has damaged several ground floor shops.,Sewage & Drainage
"Sir, we r senior citizens near the church junction and carrying water from far is very hard for us.",Water Supply
"There is sewage mixing into the drinking water pipeline outside the mosque, this is a health hazard.",Water Supply
"The public garden in Nehru Colony lacks proper fencing, stray cattle keep entering and damaging plants.",Parks & Gardens
"The railway station near the vegetable mandi lacks proper announcements, passengers keep missing their trains.",Public Transport
