"complaint","department"
"The water tanker did not come to Rajpuri village for several months, and we have run out of drinking water.","Water Supply"
"Medical waste from a nearby clinic is being dumped with regular garbage near the government hospital, very unsafe.","Garbage Collection"
"Request pest control services MG Road, cockroach and rat infestation has become severe.","Other"
"We have not received power since the cyclone on the service road, please restore the lines urgently.","Electricity"
"Unauthorized hoardings MG Road are blocking the view at a busy junction, causing safety issues.","Other"
"Illegal construction is taking place near the church junction without any approved building permit.","Other"
"Voltage fluctuation near Sunrise Public School burnt out our refrigerator and television last week.","Electricity"
"The community bin Shanti Nagar has been damaged and garbage is spilling onto the footpath.","Garbage Collection"
"The underground drainage pipe near the government hospital has collapsed, creating a huge sinkhole on the road.","Sewage & Drainage"
"The dumping ground near near the temple is overflowing and residents are complaining of the stench.","Garbage Collection"
"Senior citizens have no shaded seating area in the park near the government hospital during hot afternoons.","Parks & Gardens"
"Medical waste from a nearby clinic is being dumped with regular garbage on Station Road, very unsafe.","Garbage Collection"
"After last night's storm, the traffic light in the industrial area went completely dark and stayed that way.","Traffic Signals"
"The overhead tank Lakeview Apartments overflows every night and wastes thousands of litres of water.","Water Supply"
"Weekend crowds leave the park near Sunrise Public School full of trash by evening with no cleanup afterward.","Parks & Gardens"
"Drivers routinely jump the red light Shanti Nagar because there is no camera or officer present.","Traffic Signals"
"The garbage collector demands extra money for pickup on Ring Road, otherwise he skips our house.","Garbage Collection"
"An unauthorized religious structure has come up overnight outside the mosque, blocking half the road.","Other"
"Please regulate the noise from the DJ played during the wedding function near the government hospital till midnight.","Other"
"During the festival, extra waste was generated but no additional collection was arranged Rajpuri village.","Garbage Collection"
"This is the third complaint about the same pothole MG Road, still nothing has been done.","Roads & Potholes"
"The bus conductor at the bus stop on Church Street misbehaved with an elderly passenger, this is unacceptable.","Public Transport"
"Sir, our society in the slum area behind our society has not had its garbage picked up for over a week now.","Garbage Collection"
"The traffic signal Rajpuri village has not been working since yesterday, causing massive jams.","Traffic Signals"
"There is no traffic signal at the busy junction near the temple, accidents happen almost every week.","Traffic Signals"
"The community hall in Nehru Colony has been encroached upon and is being used for illegal parking.","Other"
"E-waste and old furniture have been dumped on the roadside behind the community hall for over a month.","Garbage Collection"
"Our electricity bill in the slum area behind our society shows an abnormally high reading despite minimal usage this month.","Electricity"
"The light near the railway crossing near the metro station is broken, very dangerous for night travelers.","Street Lighting"
"Sir, the road near in the industrial area is in very bad condition, several accidents have happened here.","Roads & Potholes"
"The drain outside the hospital in front of the primary health centre is overflowing and creating unhygienic surroundings for patients.","Sewage & Drainage"
"Power was cut in Kalyan Nagar for maintenance but never restored even after 24 hours.","Electricity"
"Traffic signal malfunction on Station Road led to a minor collision between two cars yesterday.","Traffic Signals"
